Species,ID,height,diam
cybotes,Y202,86,NA
cybotes,Y202,100,NA
cybotes,Y202,118,NA
cybotes,Y203,46,2
cybotes,Y203,14,7
cybotes,Y203,62,7
cybotes,Y203,60,11
cybotes,Y203,12,NA
cybotes,Y203,64,NA
cybotes,Y204,0,0
cybotes,Y204,71,3
cybotes,Y204,0,1000
cybotes,Y204,38,NA
cybotes,Y204,62,NA
cybotes,Y204,68,NA
cybotes,Y204,92,NA
cybotes,Y204,178,NA
cybotes,Y204,247,NA
cybotes,Y204,335,NA
cybotes,Y204,21,rock
cybotes,Y205,34,1.75
cybotes,Y205,66,NA
cybotes,Y205,69,NA
cybotes,Y205,123,NA
cybotes,Y205,132,NA
cybotes,Y205,194,NA
cybotes,Y206,145,1.5
cybotes,Y206,144,2
cybotes,Y206,13,7
cybotes,Y206,36,NA
cybotes,Y206,36,NA
cybotes,Y206,37,NA
cybotes,Y206,38,NA
cybotes,Y206,97,NA
cybotes,Y206,153,NA
cybotes,Y206,0,rock
cybotes,Y207,59,1.3
cybotes,Y207,63,3
cybotes,Y207,44,NA
cybotes,Y207,59,NA
cybotes,Y207,64,NA
cybotes,Y208,234,5
cybotes,Y208,173,6.5
cybotes,Y208,79,21
cybotes,Y208,202,NA
cybotes,Y208,267,NA
cybotes,Y209,132,1
cybotes,Y209,130,4
cybotes,Y209,71,7
cybotes,Y209,38,NA
cybotes,Y209,105,NA
cybotes,Y209,154,NA
cybotes,Y209,171,NA
cybotes,Y209,226,NA
cybotes,Y209,46,rock
cybotes,Y210,96,2.6
cybotes,Y210,52,7
cybotes,Y210,76,NA
cybotes,Y210,78,NA
cybotes,Y211,103,3.5
cybotes,Y211,232,3.5
cybotes,Y211,43,5
cybotes,Y211,546,17
cybotes,Y211,169,21
cybotes,Y211,136,24
cybotes,Y211,335,27
cybotes,Y211,0,1000
cybotes,Y211,0,1000
cybotes,Y211,185,NA
cybotes,Y211,185,NA
cybotes,Y211,190,NA
cybotes,Y211,297,NA
cybotes,Y212,18,0.75
cybotes,Y212,38,3
cybotes,Y212,48,3
cybotes,Y212,22,3.5
cybotes,Y212,59,5
cybotes,Y212,0,1000
cybotes,Y212,4,NA
cybotes,Y212,6,NA
cybotes,Y212,16,NA
cybotes,Y212,21,NA
cybotes,Y212,41,NA
cybotes,Y212,51,NA
cybotes,Y213,30,5
cybotes,Y213,65,5
cybotes,Y213,54,5.5
cybotes,Y213,44,6
cybotes,Y213,33,NA
cybotes,Y213,92,NA
cybotes,Y214,6,3
cybotes,Y214,62,3
cybotes,Y214,0,1000
cybotes,Y214,0,1000
cybotes,Y214,14,NA
cybotes,Y214,15,NA
cybotes,Y214,66,NA
cybotes,Y214,93,NA
cybotes,Y215,186,2.75
cybotes,Y215,97,14.5
cybotes,Y215,224,NA
cybotes,Y215,250,NA
cybotes,Y215,359,NA
cybotes,Y215,366,NA
cybotes,Y216,307,1.5
cybotes,Y216,226,11
cybotes,Y216,134,29
cybotes,Y216,98,NA
cybotes,Y217,208,7
cybotes,Y217,105,8
cybotes,Y218,2,0.5
cybotes,Y218,0,1000
cybotes,Y219,96,3.5
cybotes,Y219,143,4.5
cybotes,Y219,330,5
cybotes,Y219,182,6
cybotes,Y219,228,6.5
cybotes,Y219,267,10
cybotes,Y219,43,NA
cybotes,Y219,201,NA
cybotes,Y219,202,NA
cybotes,Y219,238,NA
cybotes,Y219,301,NA
cybotes,Y220,358,3.5
cybotes,Y220,194,49
cybotes,Y221,64,2
cybotes,Y221,28,2.5
cybotes,Y221,204,2.5
cybotes,Y221,21,NA
cybotes,Y221,47,NA
cybotes,Y222,32,4
cybotes,Y222,70,4
cybotes,Y222,180,5
cybotes,Y222,275,6
cybotes,Y222,44,NA
cybotes,Y222,61,NA
cybotes,Y222,75,NA
cybotes,Y222,90,NA
cybotes,Y222,145,NA
cybotes,Y222,179,NA
cybotes,Y223,130,2
cybotes,Y223,155,2
cybotes,Y223,107,3
cybotes,Y223,195,5
cybotes,Y223,5,NA
cybotes,Y223,85,NA
cybotes,Y223,126,NA
cybotes,Y223,127,NA
cybotes,Y223,157,NA
cybotes,Y223,222,NA
cybotes,Y223,408,NA
cybotes,Y224,73,1.5
cybotes,Y224,41,3
cybotes,Y224,75,3
cybotes,Y225,254,2
cybotes,Y225,74,2.25
cybotes,Y225,270,7.5
cybotes,Y225,24,NA
cybotes,Y225,240,NA
cybotes,Y225,293,NA
cybotes,Y225,0,rock
cybotes,Y226,88,1.5
cybotes,Y226,6,3
cybotes,Y226,52,NA
cybotes,Y226,79,NA
cybotes,Y226,207,NA
cybotes,Y226,293,NA
cybotes,Y227,0,1000
cybotes,Y227,0,1000
cybotes,Y227,0,1000
cybotes,Y227,6,NA
cybotes,Y227,17,NA
cybotes,Y227,22,NA
cybotes,Y228,60,1.8
cybotes,Y228,92,2
cybotes,Y228,136,6
cybotes,Y228,32,NA
cybotes,Y228,33,NA
cybotes,Y228,49,NA
cybotes,Y228,67,NA
cybotes,Y228,83,NA
cybotes,Y228,99,NA
cybotes,Y229,80,2
cybotes,Y229,121,4
cybotes,Y229,0,1000
cybotes,Y229,76,NA
cybotes,Y229,88,NA
cybotes,Y229,124,NA
cybotes,Y229,0,rock
cybotes,Y230,72,2
cybotes,Y230,172,2.5
cybotes,Y230,273,3
cybotes,Y230,222,4
cybotes,Y230,0,1000
cybotes,Y230,63,NA
cybotes,Y230,244,NA
cybotes,Y231,228,6
cybotes,Y231,74,6.5
cybotes,Y231,230,6.5
cybotes,Y232,58,NA
cybotes,Y232,61,NA
cybotes,Y232,66,NA
cybotes,Y232,73,NA
cybotes,Y232,85,NA
cybotes,Y232,19,rock
cybotes,Y233,0,1000
cybotes,Y234,141,5
cybotes,Y234,37,NA
cybotes,Y235,227,0.5
cybotes,Y235,118,1.4
cybotes,Y235,119,3.5
cybotes,Y235,58,8.5
cybotes,Y235,15,NA
cybotes,Y235,23,NA
cybotes,Y235,37,NA
cybotes,Y235,44,NA
cybotes,Y235,66,NA
cybotes,Y235,76,NA
cybotes,Y235,78,NA
cybotes,Y235,122,NA
cybotes,Y236,30,1.5
cybotes,Y236,34,2
cybotes,Y236,23,2.5
cybotes,Y236,36,4
cybotes,Y236,21,NA
cybotes,Y236,26,NA
cybotes,Y236,29,NA
cybotes,Y236,32,NA
cybotes,Y237,120,1
cybotes,Y237,93,3
cybotes,Y237,130,4.5
cybotes,Y237,139,16
cybotes,Y237,73,NA
cybotes,Y237,83,NA
cybotes,Y237,137,NA
cybotes,Y237,147,NA
cybotes,Y238,109,1.5
cybotes,Y238,0,1000
cybotes,Y238,0,rock
cybotes,Y239,202,1.8
cybotes,Y240,48,5
cybotes,Y241,45,1
cybotes,Y242,29,3
cybotes,Y242,61,NA
cybotes,Y242,73,NA
cybotes,Y242,77,NA
cybotes,Y243,132,1.5
cybotes,Y244,0,1000
cybotes,Y244,127,NA
cybotes,YA,40,5
cybotes,YA,215,14
cybotes,YA,158,20
cybotes,YA,82,28
cybotes,YA,80,NA
cybotes,YA,119,NA
grahami,G100,92,2.5
grahami,G100,150,NA
grahami,G101,205,2.9
grahami,G101,162,3
grahami,G101,171,3
grahami,G101,182,3
grahami,G101,140,NA
grahami,G101,211,NA
grahami,G102,236,2
grahami,G102,183,2.4
grahami,G102,0,2.5
grahami,G102,104,3
grahami,G102,154,7
grahami,G102,148,8
grahami,G102,284,8
grahami,G102,24,NA
grahami,G102,112,NA
grahami,G102,128,NA
grahami,G102,134,NA
grahami,G102,145,NA
grahami,G102,183,NA
grahami,G102,239,NA
grahami,G102,252,NA
grahami,G102,283,NA
grahami,G103,193,1
grahami,G103,152,1.5
grahami,G103,171,2.2
grahami,G103,197,3
grahami,G103,272,5
grahami,G103,177,7
grahami,G103,78,NA
grahami,G103,107,NA
grahami,G103,124,NA
grahami,G103,135,NA
grahami,G103,141,NA
grahami,G103,164,NA
grahami,G103,168,NA
grahami,G103,179,NA
grahami,G103,201,NA
grahami,G103,238,NA
grahami,G103,298,NA
grahami,G104,43,5
grahami,G104,155,8
grahami,G104,66,NA
grahami,G104,143,NA
grahami,G104,215,NA
grahami,G104,237,NA
grahami,G105,161,4
grahami,G105,112,8
grahami,G105,137,9
grahami,G105,115,NA
grahami,G106,111,0.5
grahami,G106,114,2.3
grahami,G106,120,5.5
grahami,G106,109,6.5
grahami,G106,45,23
grahami,G106,29,NA
grahami,G106,62,NA
grahami,G106,101,NA
grahami,G106,107,NA
grahami,G106,160,NA
grahami,G106,168,NA
grahami,G106,173,NA
grahami,G107,28,22
grahami,G108,86,2
grahami,G109,139,1
grahami,G109,220,4
grahami,G109,189,6.5
grahami,G109,148,8
grahami,G109,150,NA
grahami,G109,259,NA
grahami,G110,169,2
grahami,G110,230,3
grahami,G110,260,3
grahami,G110,257,3.5
grahami,G110,147,4
grahami,G110,203,6.5
grahami,G110,142,NA
grahami,G110,152,NA
grahami,G110,161,NA
grahami,G110,185,NA
grahami,G110,195,NA
grahami,G110,273,NA
grahami,G110,303,NA
grahami,G110,307,NA
grahami,G110,317,NA
grahami,G110,470,NA
grahami,G111,152,1.5
grahami,G111,184,65
grahami,G112,155,1.5
grahami,G112,49,2.5
grahami,G112,56,3
grahami,G112,78,3
grahami,G112,324,3
grahami,G112,217,6
grahami,G112,63,NA
grahami,G112,64,NA
grahami,G112,66,NA
grahami,G112,68,NA
grahami,G112,70,NA
grahami,G112,85,NA
grahami,G112,91,NA
grahami,G112,105,NA
grahami,G112,127,NA
grahami,G112,128,NA
grahami,G112,175,NA
grahami,G112,182,NA
grahami,G112,195,NA
grahami,G112,198,NA
grahami,G112,254,NA
grahami,G112,254,NA
grahami,G113,45,3.5
grahami,G113,0,10
grahami,G113,25,NA
grahami,G113,0,rock
grahami,G114,197,2.5
grahami,G114,230,4
grahami,G114,252,4
grahami,G114,254,7
grahami,G114,164,NA
grahami,G115,86,2
grahami,G115,329,NA
grahami,G115,156,1000
grahami,G116,43,5.5
grahami,G116,138,NA
grahami,G117,190,2.5
grahami,G117,450,15
grahami,G117,267,NA
grahami,G117,274,NA
grahami,G117,480,NA
grahami,G118,92,1
grahami,G119,199,2
grahami,G119,171,4
grahami,G119,70,4.5
grahami,G119,63,7
grahami,G119,178,9
grahami,G119,184,9
grahami,G119,196,NA
grahami,G120,291,4
grahami,G121,32,1.5
grahami,G121,41,1.8
grahami,G121,36,5
grahami,G121,0,1000
grahami,G122,134,2.5
grahami,G122,108,3.4
grahami,G122,86,3.8
grahami,G122,256,5
grahami,G122,126,6.5
grahami,G122,244,13
grahami,G122,17,NA
grahami,G122,123,NA
grahami,G122,155,NA
grahami,G122,162,NA
grahami,G122,170,NA
grahami,G122,184,NA
grahami,G122,192,NA
grahami,G122,233,NA
grahami,G123,101,1.5
grahami,G124,122,10
grahami,G124,24,NA
grahami,G125,188,3.8
grahami,G125,142,4.5
grahami,G125,162,7
grahami,G126,92,2
grahami,G126,120,4
grahami,G126,86,NA
grahami,G127,147,3
grahami,G127,146,NA
grahami,G127,181,NA
grahami,G128,62,1
grahami,G129,52,1.5
grahami,G129,47,2.5
grahami,G129,114,2.6
grahami,G129,46,3
grahami,G129,196,4.5
grahami,G129,81,6
grahami,G129,42,NA
grahami,G129,94,NA
grahami,G129,107,NA
grahami,G129,146,NA
grahami,G129,156,NA
grahami,G130,46,4
grahami,G130,14,6
grahami,G130,66,NA
grahami,G130,244,NA
grahami,G131,77,3
grahami,G131,135,4
grahami,G131,194,7
grahami,G131,40,NA
grahami,G131,67,NA
grahami,G131,212,NA
grahami,G132,350,4
grahami,G132,82,5
grahami,G132,268,8
grahami,G132,244,9
grahami,G132,244,9
grahami,G132,267,9
grahami,G132,253,NA
grahami,G132,263,NA
grahami,G132,263,NA
grahami,G133,66,2.2
grahami,G133,38,2.5
grahami,G133,49,3.4
grahami,G133,26,4
grahami,G133,103,4.5
grahami,G133,43,NA
grahami,G133,124,NA
grahami,G134,193,4
grahami,G134,102,NA
grahami,G135,149,1
grahami,G135,134,3.4
grahami,G135,47,3.5
grahami,G135,9,NA
grahami,G135,106,NA
grahami,G135,149,NA
grahami,G136,101,5.5
grahami,G136,42,8
grahami,G136,123,9
grahami,G137,109,3
grahami,G138,250,5.5
grahami,G138,257,10
grahami,G138,120,15
grahami,G138,124,NA
grahami,G138,154,NA
grahami,G138,262,NA
grahami,G139,87,19
grahami,G140,84,2
grahami,G140,274,3
grahami,G140,274,3
grahami,G140,164.7,NA
grahami,G140,307,NA
grahami,G141,113,9
grahami,G141,140,10
grahami,G141,135,13
grahami,G141,264,NA
grahami,G141,400,NA
grahami,G142,62,1.5
grahami,G142,113,NA
grahami,G142,117,NA
grahami,G143,14,1
grahami,G143,168,1
grahami,G143,146,NA
grahami,G144,238,0.8
grahami,G144,238,1
grahami,G144,176,2.8
grahami,G144,229,6
grahami,G144,240,6.3
grahami,G144,60,11
grahami,G144,13,NA
grahami,G144,177,NA
grahami,G144,215,NA
grahami,G144,240,NA
grahami,G145,92,10
grahami,G146,120,10
grahami,G146,120,11
grahami,G146,332,15
grahami,G146,314,NA
grahami,G147,121,2
grahami,G147,158,3
grahami,G147,183,4
grahami,G147,202,8.5
grahami,G147,188,NA
grahami,G147,212,NA
grahami,G148,34,4
grahami,G148,20,22
grahami,G149,51,2
grahami,G149,391,4
grahami,G150,186,6
grahami,G151,40,2
grahami,G152,257,1.4
grahami,G152,123,NA
grahami,G152,134,NA
grahami,G153,33,2
grahami,G153,33,2.5
grahami,G153,93,NA
grahami,G154,107,6.5
grahami,G155,156,5.4
grahami,G156,84,2.2
grahami,G156,42,NA
grahami,G156,136,NA
grahami,G156,146,NA
grahami,G156,181,NA
grahami,G156,201,NA
grahami,G157,47,2.6
grahami,G157,97,NA
grahami,G158,118,NA
grahami,G158,144,NA
grahami,G159,19,4.5
grahami,G159,93,NA
grahami,G160,64,NA
grahami,G161,168,NA
grahami,G162,117,NA
grahami,G163,217,NA
grahami,G164,58,NA
grahami,G165,52,NA
grahami,G166,133,NA
grahami,G167,23,NA
grahami,G168,194,NA
grahami,G169,148,NA
grahami,G170,134,NA
grahami,G171,250,NA
grahami,G172,94,NA
grahami,G173,33,NA
grahami,G174,231,NA
grahami,G175,174,NA
grahami,G176,0,1000
grahami,G177,41,NA
grahami,G178,53,NA
grahami,G300,80,0.5
grahami,G300,114,3
grahami,G300,164,3
grahami,G300,133,3.5
grahami,G300,31,NA
grahami,G300,89,NA
grahami,G300,230,NA
grahami,G301,81,1.8
grahami,G301,97,3
grahami,G301,148,3
grahami,G301,56,3.4
grahami,G301,97,4.5
grahami,G301,133,5
grahami,G301,0,1000
grahami,G301,41,NA
grahami,G301,63,NA
grahami,G301,81,NA
grahami,G301,174,NA
grahami,G301,204,NA
grahami,G301,207,NA
grahami,G301,300,NA
grahami,G302,245,1.5
grahami,G302,210,1.6
grahami,G302,313,2
grahami,G302,250,2.2
grahami,G302,44,10
grahami,G302,0,1000
grahami,G302,227,NA
grahami,G302,249,NA
grahami,G302,277,NA
grahami,G303,20,0.5
grahami,G303,255,0.8
grahami,G303,198,1
grahami,G303,215,1.8
grahami,G303,185,2
grahami,G303,235,2
grahami,G303,43,5
grahami,G303,121.9,NA
grahami,G303,126,NA
grahami,G303,185,NA
grahami,G303,197,NA
grahami,G303,220,NA
grahami,G303,231,NA
grahami,G304,66,2.3
grahami,G304,95,3
grahami,G304,170,4.8
grahami,G304,93,5
grahami,G304,115,6.5
grahami,G304,113,10
grahami,G304,15,NA
grahami,G304,54,NA
grahami,G304,76,NA
grahami,G304,109,NA
grahami,G304,133,NA
grahami,G304,208,NA
grahami,G304,269,NA
grahami,G304,346,NA
grahami,G305,307,4
grahami,G306,320,0.4
grahami,G306,245,1.5
grahami,G306,230,1.7
grahami,G307,82,2.5
grahami,G307,43,3
grahami,G307,110,3
grahami,G307,209,4
grahami,G307,272,4
grahami,G307,348,4
grahami,G307,52,NA
grahami,G307,63,NA
grahami,G307,70,NA
grahami,G307,100,NA
grahami,G307,120,NA
grahami,G307,140,NA
grahami,G307,166,NA
grahami,G307,185,NA
grahami,G307,245,NA
grahami,G307,264,NA
grahami,G308,144,3
grahami,G308,132,6.5
grahami,G308,325,9
grahami,G308,54,NA
grahami,G308,123,NA
grahami,G308,148,NA
grahami,G308,156,NA
grahami,G308,160,NA
grahami,G308,165,NA
grahami,G309,127,0.8
grahami,G309,93,1
grahami,G309,191,1.7
grahami,G309,196,1.8
grahami,G309,152,3.5
grahami,G309,85,7
grahami,G309,99,NA
grahami,G309,101,NA
grahami,G309,132,NA
grahami,G309,134,NA
grahami,G309,172,NA
grahami,G309,180,NA
grahami,G310,190,1
grahami,G310,158,2
grahami,G310,165,2
grahami,G310,209,3.5
grahami,G310,346,4
grahami,G310,0,1000
grahami,G310,180,NA
grahami,G311,200,3.5
grahami,G311,222,4.5
grahami,G311,128,8
grahami,G311,235,9
grahami,G311,95,NA
grahami,G311,151,NA
grahami,G311,152,NA
grahami,G311,173,NA
grahami,G311,182,NA
grahami,G311,564,NA
grahami,G312,57,1
grahami,G312,98,10
grahami,G312,147,10
grahami,G312,58,NA
grahami,G312,66,NA
grahami,G312,99,NA
grahami,G313,123,4.8
grahami,G313,64,10
grahami,G313,113,10
grahami,G313,103,11
grahami,G313,262,11
grahami,G313,21,14.5
grahami,G313,90,NA
grahami,G313,153,NA
grahami,G313,154,NA
grahami,G313,169,NA
grahami,G313,250,NA
grahami,G314,327,3
grahami,G314,363,3
grahami,G314,230,4
grahami,G314,257,5.5
grahami,G314,295,5.5
grahami,G314,148,8.5
grahami,G314,79,NA
grahami,G314,115,NA
grahami,G314,155,NA
grahami,G314,165,NA
grahami,G314,169,NA
grahami,G314,195,NA
grahami,G314,243,NA
grahami,G314,272,NA
grahami,G314,285,NA
grahami,G314,362,NA
grahami,G315,366,0.5
grahami,G315,232,1.5
grahami,G315,231,3.5
grahami,G315,218,6
grahami,G315,253,7
grahami,G315,180,NA
grahami,G315,215,NA
grahami,G315,218,NA
grahami,G315,276,NA
grahami,G316,183,0.5
grahami,G316,148,0.6
grahami,G316,268,1.5
grahami,G316,180,2.4
grahami,G316,66,3.5
grahami,G316,260,6
grahami,G316,100,NA
grahami,G316,103,NA
grahami,G316,182,NA
grahami,G316,190,NA
grahami,G316,217,NA
grahami,G317,165,0.5
grahami,G317,143,3.5
grahami,G317,31,9.5
grahami,G317,59,NA
grahami,G317,333,NA
grahami,G318,175,3.5
grahami,G318,160,21
grahami,G319,93,1.8
grahami,G319,77,5
grahami,G319,98,6
grahami,G319,32,6.5
grahami,G319,36,NA
grahami,G319,72,NA
grahami,G319,195,NA
grahami,G320,204,3
grahami,G320,230,3
grahami,G320,199,4.3
grahami,G320,117,5
grahami,G320,224,9
grahami,G320,121,NA
grahami,G320,165,NA
grahami,G320,219,NA
grahami,G321,75,2.5
grahami,G321,172,4.5
grahami,G322,260,0.5
grahami,G322,186,6
grahami,G322,173,6.5
grahami,G322,216,7.5
grahami,G322,172,9.5
grahami,G322,162,NA
grahami,G322,292,NA
grahami,G323,43,3.3
grahami,G323,62,3.3
grahami,G323,0,4
grahami,G323,138,4.5
grahami,G323,156,4.7
grahami,G323,72,NA
grahami,G323,103,NA
grahami,G323,107,NA
grahami,G323,125,NA
grahami,G324,154,0.5
grahami,G324,217,2.5
grahami,G325,370,2.5
grahami,G325,177,3
grahami,G325,147,12.5
grahami,G325,155,NA
grahami,G325,380,NA
grahami,G326,337,3
grahami,G326,121,9.5
grahami,G327,58,NA
grahami,G327,103,NA
grahami,G328,171,NA
grahami,G329,265,1
grahami,G329,348,4.5
grahami,G329,68,NA
grahami,G329,74,NA
grahami,G329,184,NA
grahami,G330,156,1
grahami,G330,126,6
grahami,G330,55,NA
grahami,G330,61,NA
grahami,G330,153,NA
grahami,G330,164,NA
grahami,G331,40,7
grahami,G331,275,12
grahami,G331,210,16
grahami,G331,181,NA
grahami,G331,193,NA
grahami,G331,217,NA
grahami,G331,257,NA
grahami,G331,296,NA
grahami,G332,74,2
grahami,G332,93,4
grahami,G332,94,4
grahami,G332,87,NA
grahami,G332,100,NA
grahami,G333,35,7
grahami,G333,61,NA
grahami,G334,190,7
grahami,G335,66,NA
grahami,G335,75,NA
grahami,G335,83,NA
grahami,G335,123,NA
grahami,G335,0,rock
grahami,G336,84,3
grahami,G337,131,8
grahami,G337,56,9.5
grahami,G337,127,NA
grahami,G338,105,3
grahami,G339,98,2
grahami,G339,444,NA
grahami,G341,97,NA
grahami,G342,102,NA
grahami,G343,170,NA
grahami,G345,90,NA
grahami,G346,125,NA
grahami,G347,192,NA
grahami,G348,28,NA
grahami,G349,98,NA
grahami,G350,106,NA
grahami,G351,118,NA
grahami,G352,240,NA
grahami,G353,148,NA
gundlachi,G100,202,1.5
gundlachi,G100,250,2.5
gundlachi,G100,155,3.5
gundlachi,G100,245,12
gundlachi,G100,87,14
gundlachi,G101,200,1.4
gundlachi,G101,110,3.4
gundlachi,G101,217,4
gundlachi,G102,248,2
gundlachi,G102,236,2.1
gundlachi,G102,167,2.27
gundlachi,G102,93,3.2
gundlachi,G102,277,5
gundlachi,G102,210,5.3
gundlachi,G103,152,2.3
gundlachi,G103,230,6.36
gundlachi,G103,180,6.7
gundlachi,G103,190,10
gundlachi,G103,240,11.2
gundlachi,G103,110,14
gundlachi,G104,92,0.18
gundlachi,G104,340,10.2
gundlachi,G104,70,13
gundlachi,G104,160,14
gundlachi,G104,380,14
gundlachi,G105,39,2
gundlachi,G105,147,4.9
gundlachi,G105,47,5
gundlachi,G106,120,2.5
gundlachi,G106,24,4.4
gundlachi,G106,60,4.4
gundlachi,G106,107,4.4
gundlachi,G106,48,4.5
gundlachi,G107,125,2.5
gundlachi,G107,80,3
gundlachi,G107,115,4.5
gundlachi,G107,130,13
gundlachi,G108,250,1.5
gundlachi,G108,192,3
gundlachi,G109,78,2
gundlachi,G109,100,3
gundlachi,G109,207,3
gundlachi,G109,62,3.3
gundlachi,G109,50,5
gundlachi,G109,170,10
gundlachi,G109,178,14
gundlachi,G109,20,15
gundlachi,G109,77,15
gundlachi,G110,60,0.8
gundlachi,G110,240,8
gundlachi,G110,15,23
gundlachi,G111,87,0.8
gundlachi,G111,86,5.5
gundlachi,G112,72,2.3
gundlachi,G112,173,12
gundlachi,G112,70,31
gundlachi,G113,148,14
gundlachi,G113,140,32
gundlachi,G113,150,34.3
gundlachi,G113,114,35
gundlachi,G113,208,42
gundlachi,G114,150,2.5
gundlachi,G114,80,3.8
gundlachi,G114,95,10
gundlachi,G114,170,10
gundlachi,G114,211,10.2
gundlachi,G114,124,17
gundlachi,G115,500,3.8
gundlachi,G115,230,6
gundlachi,G116,105,2.4
gundlachi,G116,105,2.4
gundlachi,G116,78,3
gundlachi,G116,178,3.5
gundlachi,G116,200,18
gundlachi,G117,71,2.5
gundlachi,G117,27,3.5
gundlachi,G117,40,5.1
gundlachi,G117,178,6.7
gundlachi,G117,52,7
gundlachi,G118,160,2.8
gundlachi,G118,273,2.8
gundlachi,G118,150,3
gundlachi,G118,212,3.1
gundlachi,G118,210,4
gundlachi,G118,100,5
gundlachi,G118,140,12
gundlachi,G119,18,1
gundlachi,G119,30,2
gundlachi,G119,55,3
gundlachi,G119,240,5
gundlachi,G119,105,6
gundlachi,G119,36,7.8
gundlachi,G120,132,5
gundlachi,G120,140,14.2
gundlachi,G120,167,16
gundlachi,G120,130,18
gundlachi,G121,510,4
gundlachi,G121,130,4.6
gundlachi,G121,54,14
gundlachi,G122,22,3.8
gundlachi,G122,12,9.3
gundlachi,G122,186,20
gundlachi,G122,86,20.5
gundlachi,G122,64,22
gundlachi,G122,198,25
gundlachi,G122,78,27
gundlachi,G123,27,0.7
gundlachi,G123,132,2.2
gundlachi,G123,90,4.2
gundlachi,G123,32,4.5
gundlachi,G123,70,44
gundlachi,G124,31,1
gundlachi,G124,130,2.8
gundlachi,G125,156,1.4
gundlachi,G125,70,18.5
gundlachi,G126,130,2
gundlachi,G126,225,14
gundlachi,G126,280,14
gundlachi,G126,300,17
gundlachi,G126,190,28
gundlachi,G127,90,0.89
gundlachi,G127,90,0.9
gundlachi,G127,125,12
gundlachi,G127,67,23
gundlachi,G127,25,34
gundlachi,G127,100,37
gundlachi,G128,250,1.5
gundlachi,G128,200,3
gundlachi,G128,226,3.4
gundlachi,G128,19,rock
gundlachi,G129,41,2.3
gundlachi,G129,196,4.6
gundlachi,G129,140,13.4
gundlachi,G129,286,27
gundlachi,G130,165,2.8
gundlachi,G130,250,3
gundlachi,G130,160,4
gundlachi,G130,40,4.1
gundlachi,G130,230,4.2
gundlachi,G130,135,13.5
gundlachi,G131,286,1.8
gundlachi,G131,257,2.5
gundlachi,G131,226,3.4
gundlachi,G131,230,4
gundlachi,G131,255,19
gundlachi,G132,110,9
gundlachi,G132,227,12
gundlachi,G132,350,14
gundlachi,G133,143,1.6
gundlachi,G133,175,2.5
gundlachi,G133,110,4.5
gundlachi,G133,180,36
gundlachi,G134,162,1.64
gundlachi,G135,114,2.5
gundlachi,G136,210,1.5
gundlachi,G136,152,7
gundlachi,G136,89,7.5
gundlachi,G136,473,12.5
gundlachi,G137,300,3.1
gundlachi,G137,64,3.8
gundlachi,G137,64,3.8
gundlachi,G137,220,25
gundlachi,G137,178,28
gundlachi,G138,180,5.1
gundlachi,G138,250,5.5
gundlachi,G138,144,6.77
gundlachi,G138,81,7.5
gundlachi,G139,36,2.8
gundlachi,G139,170,3.2
gundlachi,G140,240,1
gundlachi,G140,220,6.8
gundlachi,G140,120,9
gundlachi,G141,50,5
gundlachi,G141,65,13
gundlachi,G141,40,14.5
gundlachi,G142,128,12.65
gundlachi,G142,67,18
gundlachi,G142,87,26
gundlachi,G142,118,29
gundlachi,G142,140,33
gundlachi,G143,103,6.1
gundlachi,G144,123,3.5
gundlachi,G145,100,1.5
gundlachi,G145,140,2
gundlachi,G145,25,15
gundlachi,G146,350,0.9
gundlachi,G146,380,4
gundlachi,G146,207,4.5
gundlachi,G147,218,4
gundlachi,G148,160,1
gundlachi,G148,16,2.5
gundlachi,G148,79,3.7
gundlachi,G148,210,7
gundlachi,G149,2,1
gundlachi,G149,92,24
gundlachi,G150,140,3.2
gundlachi,G151,133,10.6
gundlachi,G151,140,13.3
gundlachi,G151,210,15
gundlachi,G152,192,2.5
gundlachi,G152,192,2.5
gundlachi,G152,200,3.5
gundlachi,G152,270,5
gundlachi,G153,5,10
gundlachi,G153,140,12
gundlachi,G153,300,17
gundlachi,G153,84,20
gundlachi,G154,70,2
gundlachi,G155,25,0.9
gundlachi,G155,146,2.9
gundlachi,G155,45,13
gundlachi,G156,135,2.3
gundlachi,G157,300,1
gundlachi,G157,125,2.5
gundlachi,G157,32,3.5
gundlachi,G157,170,20
gundlachi,G157,162,34
gundlachi,G158,95,3.2
gundlachi,G158,51,11
gundlachi,G158,160,13
gundlachi,G159,273,9
gundlachi,G159,140,10
gundlachi,G159,148,12
gundlachi,G160,42,22
gundlachi,G161,90,3.5
gundlachi,G162,149,4.2
gundlachi,G163,173,11.4
gundlachi,G164,120,14
gundlachi,G165,160,2.3
gundlachi,G165,320,3
gundlachi,G166,85,15
gundlachi,G167,300,2.5
gundlachi,G167,130,10
gundlachi,G168,43,10
gundlachi,G169,0,0
gundlachi,G169,48,7
gundlachi,G170,120,2.5
gundlachi,G170,0,rock
gundlachi,G171,100,7.7
gundlachi,G172,30,0.5
gundlachi,G172,130,2
gundlachi,G172,130,2
gundlachi,G173,21,1
gundlachi,G173,0,1000
gundlachi,G174,170,25
gundlachi,G175,115,2
gundlachi,G175,12,5.2
gundlachi,G176,45,4
gundlachi,G176,122,4.5
gundlachi,G176,120,5
gundlachi,G176,122,18
gundlachi,G176,90,52
gundlachi,G177,158,3.3
gundlachi,G178,150,3.1
