Species,ID,height,diam
lineatopus,L333,95,3.3
lineatopus,L333,0,1000
lineatopus,L333,15,NA
lineatopus,L333,79,NA
lineatopus,L333,93,NA
lineatopus,L333,98,NA
lineatopus,L333,135,NA
lineatopus,L334,13,0.8
lineatopus,L334,175,NA
lineatopus,L335,54,NA
lineatopus,L336,42,5.5
lineatopus,L336,9,NA
lineatopus,L336,49,NA
lineatopus,L337,0,1000
lineatopus,L338,0,1000
lineatopus,L338,42,NA
lineatopus,L338,46,NA
lineatopus,L338,63,NA
lineatopus,L338,66,NA
lineatopus,L339,0,1000
lineatopus,L339,58,NA
lineatopus,L339,59,NA
lineatopus,L339,63,NA
lineatopus,L340,25,NA
lineatopus,L340,121,NA
lineatopus,L341,97,5
lineatopus,L341,69,NA
lineatopus,L341,81,NA
lineatopus,L342,17,6
lineatopus,L342,18,7
lineatopus,L342,25,NA
lineatopus,L342,98,NA
lineatopus,L342,106,NA
lineatopus,L343,0,1000
lineatopus,L343,0,1000
lineatopus,L343,91,NA
lineatopus,L343,169,NA
lineatopus,L344,23,4
lineatopus,L344,0,1000
lineatopus,L344,0,1000
lineatopus,L344,27,NA
lineatopus,L344,102,NA
lineatopus,L345,5,NA
lineatopus,L345,50,NA
lineatopus,L345,59,NA
lineatopus,L345,73,NA
lineatopus,L345,97,NA
lineatopus,L346,126,5
lineatopus,L346,85,NA
lineatopus,L346,133,NA
lineatopus,L347,38,2
lineatopus,L347,11,7
lineatopus,L347,0,1000
lineatopus,L347,17,NA
lineatopus,L347,32,NA
lineatopus,L348,48,6
lineatopus,L348,0,1000
lineatopus,L348,34,NA
lineatopus,L349,35,0.5
lineatopus,L349,72,2.8
lineatopus,L350,111,1
lineatopus,L350,98,2.2
lineatopus,L350,48,NA
lineatopus,L350,95,NA
lineatopus,L351,126,2
lineatopus,L351,39,10
lineatopus,L351,60,11
lineatopus,L351,213,NA
lineatopus,L352,24,NA
lineatopus,L352,58,NA
lineatopus,L352,81,NA
lineatopus,L352,96,NA
lineatopus,L353,12,2.5
lineatopus,L353,82,5
lineatopus,L353,0,1000
lineatopus,L353,39,NA
lineatopus,L353,190,NA
lineatopus,L353,253,NA
lineatopus,L354,21,9
lineatopus,L354,121,NA
lineatopus,L354,122,NA
lineatopus,L355,40,1
lineatopus,L355,86,2
lineatopus,L355,86,NA
lineatopus,L356,70,4
lineatopus,L356,75,NA
lineatopus,L357,58,0.6
lineatopus,L357,34,NA
lineatopus,L357,93,NA
lineatopus,L357,116,NA
lineatopus,L358,117,NA
lineatopus,L359,58,NA
lineatopus,L359,98,NA
lineatopus,L360,101,NA
lineatopus,L360,142,NA
lineatopus,L361,81,NA
lineatopus,L361,109,NA
lineatopus,L362,22,6
lineatopus,L362,35,7
lineatopus,L362,31,NA
lineatopus,L363,103,NA
lineatopus,L364,35,NA
lineatopus,L365,25,NA
lineatopus,L366,135,NA
lineatopus,L367,108,NA
lineatopus,L368,122,NA
lineatopus,L369,197,NA
lineatopus,L370,179,NA
lineatopus,L371,107,NA
olssoni,o100,45,0.1
olssoni,o100,51,0.2
olssoni,o100,71,0.5
olssoni,o100,52,NA
olssoni,o101,22,0.2
olssoni,o101,84,0.2
olssoni,o101,69,0.25
olssoni,o101,43,0.3
olssoni,o101,46,0.3
olssoni,o101,56,0.3
olssoni,o101,24,4
olssoni,o101,68,NA
olssoni,o101,79,NA
olssoni,o102,41,0.3
olssoni,o102,76,0.3
olssoni,o102,64,0.4
olssoni,o102,40,3
olssoni,o102,34,7
olssoni,o102,33,NA
olssoni,o102,58,NA
olssoni,o102,69,NA
olssoni,o102,99,NA
olssoni,o103,60,0.4
olssoni,o103,64,NA
olssoni,o103,70,NA
olssoni,o103,76,NA
olssoni,o103,91,NA
olssoni,o103,63,rock
olssoni,o104,42,0.2
olssoni,o104,23,3
olssoni,o104,22,NA
olssoni,o104,55,NA
olssoni,o104,78,NA
olssoni,o104,89,NA
olssoni,o105,68,0.2
olssoni,o105,63,0.25
olssoni,o105,32,0.3
olssoni,o105,69,0.4
olssoni,o105,74,0.4
olssoni,o105,49,0.5
olssoni,o105,71,0.5
olssoni,o105,71,0.6
olssoni,o105,69,6
olssoni,o105,90,NA
olssoni,o105,99,NA
olssoni,o106,59,NA
olssoni,o107,61,NA
olssoni,o107,97,NA
olssoni,o108,63,0.25
olssoni,o108,73,0.4
olssoni,o108,89,0.4
olssoni,o108,87,0.5
olssoni,o108,126,0.5
olssoni,o108,103,0.75
olssoni,o108,109,0.8
olssoni,o108,97,3
olssoni,o108,77,NA
olssoni,o108,83,NA
olssoni,o108,90,NA
olssoni,o108,98,NA
olssoni,o108,102,NA
olssoni,o108,105,NA
olssoni,o109,39,0.4
olssoni,o109,88,0.5
olssoni,o109,49,0.7
olssoni,o109,36,0.75
olssoni,o109,121,1.2
olssoni,o109,59,NA
olssoni,o109,83,NA
olssoni,o109,103,NA
olssoni,o110,59,NA
olssoni,o110,128,NA
olssoni,o111,46,NA
olssoni,o111,66,NA
olssoni,o112,93,0.5
olssoni,o112,31,6
olssoni,o112,0,1000
olssoni,o112,34,NA
olssoni,o112,70,NA
olssoni,o113,28,0.2
olssoni,o113,29,0.4
olssoni,o113,18,NA
olssoni,o114,105,0.25
olssoni,o114,42,NA
olssoni,o114,84,NA
olssoni,o115,66,0.1
olssoni,o115,58,0.3
olssoni,o115,103,0.5
olssoni,o115,44,3
olssoni,o115,6,NA
olssoni,o115,56,NA
olssoni,o116,31,7
olssoni,o116,36,NA
olssoni,o116,36,NA
olssoni,o116,46,NA
olssoni,o117,37,8
olssoni,o117,40,NA
olssoni,o118,52,0.2
olssoni,o118,60,8
olssoni,o118,56,NA
olssoni,o119,47,0.3
olssoni,o119,68,0.4
olssoni,o119,111,0.4
olssoni,o119,58,0.75
olssoni,o119,77,1.5
olssoni,o119,61,1.8
olssoni,o119,61,4
olssoni,o120,39,2
olssoni,o121,91,0.25
olssoni,o122,53,0.4
olssoni,o122,44,NA
olssoni,o122,66,NA
olssoni,o122,95,NA
olssoni,o123,19,0.3
olssoni,o123,57,0.3
olssoni,o123,68,0.3
olssoni,o123,46,0.4
olssoni,o123,68,0.4
olssoni,o123,56,0.5
olssoni,o123,80,1
olssoni,o123,60,NA
olssoni,o123,65,NA
olssoni,o123,82,NA
olssoni,o124,62,NA
olssoni,o124,64,NA
olssoni,o124,8,rock
olssoni,o125,69,NA
olssoni,o126,57,NA
olssoni,o127,123,NA
olssoni,o128,34,NA
olssoni,o129,68,0.2
olssoni,o129,46,0.25
olssoni,o129,23,0.3
olssoni,o129,25,3
olssoni,o130,96,0.2
olssoni,o130,41,0.8
olssoni,o130,15,5
olssoni,o130,25,NA
olssoni,o130,63,NA
olssoni,o130,73,NA
olssoni,o131,46,0.2
olssoni,o131,23,1
olssoni,o131,44,NA
olssoni,o131,30,rock
olssoni,o132,87,4.5
olssoni,o132,48,NA
olssoni,o132,90,NA
olssoni,o133,52,1
olssoni,o133,62,NA
olssoni,o133,92,NA
olssoni,o134,80,0.4
olssoni,o134,97,NA
olssoni,o135,112,0.75
olssoni,o135,113,NA
olssoni,o136,53,0.5
olssoni,o136,83,0.5
olssoni,o136,93,0.5
olssoni,o137,21,0.2
olssoni,o137,44,NA
olssoni,o139,39,NA
olssoni,o140,16,0.25
olssoni,o140,43,0.3
olssoni,o140,38,0.8
olssoni,o140,37,NA
olssoni,o141,11,0.7
sagrei,S100,84,1.5
sagrei,S100,73,3.5
sagrei,S100,55,4
sagrei,S100,159,8.4
sagrei,S100,40,10
sagrei,S100,26,11
sagrei,S100,0,1000
sagrei,S100,63,NA
sagrei,S100,69,NA
sagrei,S100,78,NA
sagrei,S100,88,NA
sagrei,S100,110,NA
sagrei,S100,133,NA
sagrei,S100,156,NA
sagrei,S101,34,2
sagrei,S101,111,2.6
sagrei,S101,85,4.5
sagrei,S101,78,11
sagrei,S101,68,11.5
sagrei,S101,62,NA
sagrei,S101,99,NA
sagrei,S101,119,NA
sagrei,S101,125,NA
sagrei,S101,138,NA
sagrei,S101,147,NA
sagrei,S102,43,1.5
sagrei,S102,31,3
sagrei,S102,29,3.4
sagrei,S102,42,3.5
sagrei,S102,34,7
sagrei,S102,0,1000
sagrei,S102,86,NA
sagrei,S103,30,0.5
sagrei,S103,58,1.3
sagrei,S103,20,1.8
sagrei,S103,92,2.4
sagrei,S103,6,3
sagrei,S103,61,6
sagrei,S103,64,7
sagrei,S103,0,1000
sagrei,S103,7,NA
sagrei,S103,22,NA
sagrei,S103,22,NA
sagrei,S103,24,NA
sagrei,S103,73,NA
sagrei,S103,105,NA
sagrei,S104,123,2
sagrei,S105,52,0.4
sagrei,S105,29,1.5
sagrei,S105,104,3
sagrei,S105,157,4.3
sagrei,S105,20,5
sagrei,S105,46,7
sagrei,S105,0,1000
sagrei,S105,38,NA
sagrei,S105,57,NA
sagrei,S106,66,2.1
sagrei,S106,121,2.5
sagrei,S106,82,3.5
sagrei,S106,77,6
sagrei,S106,169,8.4
sagrei,S106,39,8.5
sagrei,S106,0,1000
sagrei,S106,18,NA
sagrei,S106,27,NA
sagrei,S106,48,NA
sagrei,S106,76,NA
sagrei,S106,106,NA
sagrei,S106,128,NA
sagrei,S106,151,NA
sagrei,S106,168,NA
sagrei,S106,170,NA
sagrei,S106,173,NA
sagrei,S107,61,1.8
sagrei,S107,61,2.4
sagrei,S107,65,3.4
sagrei,S107,87,5.5
sagrei,S107,56,7
sagrei,S107,0,1000
sagrei,S107,48,NA
sagrei,S107,48,NA
sagrei,S107,56,NA
sagrei,S107,83,NA
sagrei,S107,93,NA
sagrei,S107,95,NA
sagrei,S107,95,NA
sagrei,S107,97,NA
sagrei,S107,121,NA
sagrei,S108,107,2
sagrei,S108,118,2
sagrei,S108,78,3
sagrei,S108,68,4
sagrei,S108,118,4.5
sagrei,S108,84,5.5
sagrei,S108,40,NA
sagrei,S108,57,NA
sagrei,S108,82,NA
sagrei,S108,90,NA
sagrei,S108,98,NA
sagrei,S108,106,NA
sagrei,S108,112,NA
sagrei,S108,147,NA
sagrei,S108,190,NA
sagrei,S108,224,NA
sagrei,S109,87,1.3
sagrei,S109,104,1.5
sagrei,S109,81,1.8
sagrei,S109,49,3
sagrei,S109,63,3.5
sagrei,S109,0,1000
sagrei,S109,40,NA
sagrei,S109,53,NA
sagrei,S109,120,NA
sagrei,S110,53,2
sagrei,S110,220,2
sagrei,S110,76,3
sagrei,S110,97,5.5
sagrei,S110,57,6
sagrei,S110,97,7
sagrei,S110,0,1000
sagrei,S110,28,NA
sagrei,S110,34,NA
sagrei,S110,60,NA
sagrei,S110,62,NA
sagrei,S110,83,NA
sagrei,S110,98,NA
sagrei,S110,105,NA
sagrei,S111,40,2.4
sagrei,S111,44,2.7
sagrei,S111,62,2.7
sagrei,S111,63,3
sagrei,S111,0,1000
sagrei,S111,0,1000
sagrei,S111,7,NA
sagrei,S111,63,NA
sagrei,S112,2,1
sagrei,S112,55,1
sagrei,S112,140,1.8
sagrei,S112,34,4.5
sagrei,S112,12,5
sagrei,S112,0,1000
sagrei,S112,1,NA
sagrei,S112,35,NA
sagrei,S112,74,NA
sagrei,S113,35,2
sagrei,S113,15,12
sagrei,S113,0,1000
sagrei,S113,23,NA
sagrei,S113,38,NA
sagrei,S113,69,NA
sagrei,S114,12,0.9
sagrei,S114,15,1.4
sagrei,S114,38,4
sagrei,S114,47,4.5
sagrei,S114,17,6
sagrei,S114,19,NA
sagrei,S114,23,NA
sagrei,S114,24,NA
sagrei,S114,49,NA
sagrei,S115,73,3
sagrei,S115,122,3
sagrei,S115,58,5
sagrei,S115,30,6
sagrei,S115,41,8
sagrei,S115,44,8
sagrei,S115,35,NA
sagrei,S115,38,NA
sagrei,S115,45,NA
sagrei,S115,45,NA
sagrei,S115,131,NA
sagrei,S115,140,NA
sagrei,S115,158,NA
sagrei,S115,190,NA
sagrei,S116,34,1.3
sagrei,S116,82,2.5
sagrei,S116,15,3
sagrei,S116,87,3.5
sagrei,S116,19,4
sagrei,S116,46,5.3
sagrei,S116,0,1000
sagrei,S116,25,NA
sagrei,S116,103,NA
sagrei,S117,24,1.1
sagrei,S117,133,2.5
sagrei,S117,54,5
sagrei,S117,38,NA
sagrei,S117,129,NA
sagrei,S118,10,0.5
sagrei,S118,18,0.7
sagrei,S118,36,0.7
sagrei,S118,36,0.8
sagrei,S118,41,0.8
sagrei,S118,27,1.9
sagrei,S118,0,1000
sagrei,S118,28,NA
sagrei,S118,88,NA
sagrei,S119,64,1
sagrei,S119,101,1
sagrei,S119,74,3.5
sagrei,S119,120,8.6
sagrei,S119,0,1000
sagrei,S119,0,1000
sagrei,S119,14,NA
sagrei,S119,17,NA
sagrei,S119,31,NA
sagrei,S119,46,NA
sagrei,S119,63,NA
sagrei,S119,69,NA
sagrei,S119,130,NA
sagrei,S120,8,1.2
sagrei,S120,26,2.2
sagrei,S120,25,3
sagrei,S120,44,3
sagrei,S120,56,4.3
sagrei,S120,194,5
sagrei,S120,0,1000
sagrei,S120,30,NA
sagrei,S120,64,NA
sagrei,S120,113,NA
sagrei,S121,43,1.1
sagrei,S121,87,2
sagrei,S121,54,2.5
sagrei,S121,43,3.5
sagrei,S121,131,3.5
sagrei,S121,64,6
sagrei,S121,0,1000
sagrei,S121,18,NA
sagrei,S122,56,2.5
sagrei,S122,55,3
sagrei,S122,45,4.3
sagrei,S122,32,5
sagrei,S122,28,6
sagrei,S122,60,7
sagrei,S122,26,NA
sagrei,S122,29,NA
sagrei,S122,59,NA
sagrei,S122,178,NA
sagrei,S123,4,0.6
sagrei,S124,34,3
sagrei,S124,66,3
sagrei,S124,62,3.2
sagrei,S124,67,4.5
sagrei,S124,116,7
sagrei,S124,156,7
sagrei,S124,0,1000
sagrei,S124,65,NA
sagrei,S124,96,NA
sagrei,S124,98,NA
sagrei,S125,105,0.9
sagrei,S125,61,2
sagrei,S125,47,2.5
sagrei,S125,67,2.5
sagrei,S125,38,NA
sagrei,S126,42,0.5
sagrei,S127,53,1.6
sagrei,S127,30,2.5
sagrei,S127,39,2.5
sagrei,S127,57,3
sagrei,S127,43,4.3
sagrei,S127,0,1000
sagrei,S127,38,NA
sagrei,S127,46,NA
sagrei,S128,19,0.8
sagrei,S128,25,0.9
sagrei,S128,56,0.9
sagrei,S128,56,0.9
sagrei,S128,54,1.3
sagrei,S128,15,4
sagrei,S128,35,NA
sagrei,S128,110,NA
sagrei,S128,180,NA
sagrei,S128,220,NA
sagrei,S129,38,0.8
sagrei,S129,35,1.8
sagrei,S129,27,2
sagrei,S129,41,2
sagrei,S129,38,3
sagrei,S129,0,1000
sagrei,S129,39,NA
sagrei,S130,8,1
sagrei,S130,53,1
sagrei,S130,28,1.3
sagrei,S130,22,4.5
sagrei,S130,21,5
sagrei,S130,0,1000
sagrei,S130,21,NA
sagrei,S130,32,NA
sagrei,S131,59,4
sagrei,S132,42,0.5
sagrei,S132,42,4
sagrei,S132,62,4.5
sagrei,S132,66,5.2
sagrei,S132,20,5.5
sagrei,S132,36,11
sagrei,S132,22,NA
sagrei,S132,51,NA
sagrei,S133,18,3
sagrei,S133,19,3.2
sagrei,S133,2,NA
sagrei,S133,23,NA
sagrei,S133,131,NA
sagrei,S134,22,1
sagrei,S134,163,3.5
sagrei,S134,0,1000
sagrei,S135,23,1.2
sagrei,S135,57,1.5
sagrei,S135,32,1.8
sagrei,S135,35,3
sagrei,S135,15,7.3
sagrei,S135,9,11
sagrei,S135,0,1000
sagrei,S135,21,NA
sagrei,S136,24,1.9
sagrei,S136,28,2.5
sagrei,S137,3,2.5
sagrei,S137,33,5
sagrei,S137,33,5
sagrei,S137,57,6
sagrei,S137,63,6.2
sagrei,S137,55,8.3
sagrei,S137,8,NA
sagrei,S137,63,NA
sagrei,S138,45,2
sagrei,S138,31,3.5
sagrei,S138,39,3.5
sagrei,S138,33,4
sagrei,S138,216,4
sagrei,S138,26,4.5
sagrei,S138,86,NA
sagrei,S138,91,NA
sagrei,S139,47,12
sagrei,S140,105,7
sagrei,S141,78,6.5
sagrei,SI,30,2
sagrei,SI,56,2.5
sagrei,SI,25,NA
sagrei,SI,25,NA
sagrei,SI,35,NA
sagrei,SII,80,2
sheplani,A1,222,0.3
sheplani,A1,239,0.3
sheplani,A1,242,1.5
sheplani,C2,161,0.2
sheplani,C2,178,0.2
sheplani,C2,237,0.3
sheplani,C2,246,0.5
sheplani,C2,204,1
sheplani,C2,253,3
sheplani,C2,209,6
sheplani,J1,437,0.3
sheplani,J1,467,0.3
sheplani,J1,465,0.4
sheplani,J1,480,5
sheplani,J2,346,0.2
sheplani,J2,363,0.2
sheplani,J2,344,0.3
sheplani,J2,349,0.4
sheplani,J2,367,0.5
sheplani,J2,352,0.7
sheplani,J3,174,0.2
sheplani,J3,283,0.4
sheplani,J3,200,0.5
sheplani,J3,221,0.5
sheplani,M1,650,0.3
sheplani,M1,820,0.3
sheplani,M1,820,0.6
sheplani,M2,385,0.3
sheplani,M3,385,0.1
sheplani,M3,350,0.2
sheplani,MA,191,0.4
sheplani,S100,285,0.2
sheplani,S101,196,0.2
sheplani,S102,192,0.4
sheplani,S103,197,0.2
sheplani,S103,247,0.4
sheplani,S103,275,0.4
sheplani,S103,376,0.4
sheplani,S103,325,0.5
sheplani,S103,211,1
sheplani,S104,308,0.3
sheplani,S104,413,0.3
sheplani,S104,304,0.4
sheplani,S104,410,0.5
sheplani,S104,327,1.3
sheplani,T1,259,0.4
smaragdinus,C002,218,0.6
smaragdinus,C002,390,0.9
smaragdinus,C002,94,1.5
smaragdinus,C002,144,1.8
smaragdinus,C002,291,2.5
smaragdinus,C002,223,3
smaragdinus,C002,262,4
smaragdinus,C003,230,1.7
smaragdinus,C003,285,1.7
smaragdinus,C004,178,0.2
smaragdinus,C004,117,0.4
smaragdinus,C004,291,0.4
smaragdinus,C004,149,1.4
smaragdinus,C004,119,1.6
smaragdinus,C004,243,3.5
smaragdinus,C004,86,NA
smaragdinus,C004,178,NA
smaragdinus,C005,205,2.6
smaragdinus,C006,370,2
smaragdinus,C006,30,NA
smaragdinus,C006,274,NA
smaragdinus,C006,383,NA
smaragdinus,C007,106,0.5
smaragdinus,C007,137,2.5
smaragdinus,C007,149,NA
smaragdinus,C008,135,2.5
smaragdinus,C008,261,3.2
smaragdinus,C008,168,4
smaragdinus,C008,212,NA
smaragdinus,C009,121,1.2
smaragdinus,C010,426,1
smaragdinus,C010,54,4.5
smaragdinus,C011,451,0.8
smaragdinus,C011,544,0.8
smaragdinus,C011,462,2.5
smaragdinus,C011,352,5.5
smaragdinus,C011,308,NA
smaragdinus,C011,338,NA
smaragdinus,C011,467,NA
smaragdinus,C011,479,NA
smaragdinus,C012,291,2.8
smaragdinus,C012,288,4
smaragdinus,C012,467,5
smaragdinus,C012,130,NA
smaragdinus,C012,254,NA
smaragdinus,C012,403,NA
smaragdinus,C012,450,NA
smaragdinus,C013,235,2
smaragdinus,C013,253,2
smaragdinus,C013,141,2.3
smaragdinus,C013,133,2.5
smaragdinus,C013,261,4
smaragdinus,C013,132,4.5
smaragdinus,C013,170,NA
smaragdinus,C013,194,NA
smaragdinus,C014,36,0.2
smaragdinus,C014,231,0.8
smaragdinus,C014,240,1.1
smaragdinus,C014,43,NA
smaragdinus,C014,149,NA
smaragdinus,C015,192,0.3
smaragdinus,C015,89,NA
smaragdinus,C016,73,0.5
smaragdinus,C016,123,8
smaragdinus,C017,475,0.8
smaragdinus,C017,273,3.5
smaragdinus,C017,585,4
smaragdinus,C017,520,4.5
smaragdinus,C017,301,20
smaragdinus,C017,351,NA
smaragdinus,C017,354,NA
smaragdinus,C018,71,0.1
smaragdinus,C018,135,NA
smaragdinus,C018,139,NA
smaragdinus,C019,162,2
smaragdinus,C100,108,0.2
smaragdinus,C100,73,0.3
smaragdinus,C100,107,0.3
smaragdinus,C100,85,0.4
smaragdinus,C100,106,0.4
smaragdinus,C100,85,1.5
smaragdinus,C100,0,1000
smaragdinus,C100,75,NA
smaragdinus,C100,84,NA
smaragdinus,C100,137,NA
smaragdinus,C101,537,0.4
smaragdinus,C101,320,0.5
smaragdinus,C101,435,0.8
smaragdinus,C101,168,1
smaragdinus,C101,550,1
smaragdinus,C101,236,1.8
smaragdinus,C101,351,2
smaragdinus,C101,123,3
smaragdinus,C101,205,3
smaragdinus,C101,380,3
smaragdinus,C101,350,5.5
smaragdinus,C101,150,6.5
smaragdinus,C101,110,NA
smaragdinus,C101,133,NA
smaragdinus,C101,210,NA
smaragdinus,C101,225,NA
smaragdinus,C101,244,NA
smaragdinus,C101,277,NA
smaragdinus,C101,294,NA
smaragdinus,C101,347,NA
smaragdinus,C102,109,0.3
smaragdinus,C102,156,0.5
smaragdinus,C102,76,NA
smaragdinus,C103,114,1.9
smaragdinus,C104,61,0.5
smaragdinus,C104,144,0.9
smaragdinus,C104,270,2.4
smaragdinus,C104,134,5.5
smaragdinus,C104,173,NA
smaragdinus,C104,277,NA
smaragdinus,C104,297,NA
smaragdinus,C105,195,0.7
smaragdinus,C105,338,0.8
smaragdinus,C105,312,1
smaragdinus,C105,219,1.5
smaragdinus,C105,259,1.8
smaragdinus,C105,320,1.8
smaragdinus,C105,95,2.5
smaragdinus,C105,300,3
smaragdinus,C105,380,3.5
smaragdinus,C105,253,5
smaragdinus,C105,145,NA
smaragdinus,C105,165,NA
smaragdinus,C105,270,NA
smaragdinus,C105,325,NA
smaragdinus,C106,159,0.2
smaragdinus,C106,129,0.23
smaragdinus,C106,152,0.3
smaragdinus,C106,270,0.5
smaragdinus,C106,400,10
smaragdinus,C107,143,1.8
smaragdinus,C107,48,1.9
smaragdinus,C107,375,4
smaragdinus,C107,272,14
smaragdinus,C107,162,NA
smaragdinus,C107,405,NA
smaragdinus,C108,129,1
smaragdinus,C108,134,1
smaragdinus,Ca,451,4.4
smaragdinus,Cb,551,2
smaragdinus,Cd,474,NA
smaragdinus,Ce,550,NA
smaragdinus,Ce,700,NA
smaragdinus,Cf,117,6.6
smaragdinus,Cf,178,NA
smaragdinus,Cg,303,1.2
smaragdinus,Cg,330,6
smaragdinus,CI,128,2
smaragdinus,Ci,134,2
smaragdinus,CI,337,2
smaragdinus,CI,98,NA
smaragdinus,CI,260,NA
smaragdinus,CI,325,NA
smaragdinus,CI,427,NA
smaragdinus,CII,178,5
smaragdinus,CII,132,NA
smaragdinus,CIII,370,1
smaragdinus,CIII,185,2.5
smaragdinus,CIII,319,2.5
smaragdinus,CIII,284,3.5
smaragdinus,CIII,230,4
smaragdinus,CIII,168,NA
smaragdinus,CIII,186,NA
smaragdinus,CIII,242,NA
smaragdinus,CIII,314,NA
smaragdinus,CIII,344,NA
smaragdinus,CIII,350,NA
smaragdinus,CIII,374,NA
smaragdinus,CIV,122,1.6
smaragdinus,CIV,374,3
smaragdinus,CIV,75,NA
smaragdinus,Ck,240,0.4
valencienni,V100,298,1
valencienni,V100,190,1.3
valencienni,V100,262,1.5
valencienni,V100,93,2
valencienni,V100,270,2
valencienni,V100,452,2
valencienni,V100,154,3
valencienni,V100,63,3.5
valencienni,V100,47,4
valencienni,V100,0,1000
valencienni,V100,70,NA
valencienni,V100,152,NA
valencienni,V101,193,0.5
valencienni,V101,149,1
valencienni,V101,252,1
valencienni,V101,355,1
valencienni,V101,113,1.2
valencienni,V101,183,2
valencienni,V101,133,3
valencienni,V101,158,3
valencienni,V101,170,5
valencienni,V101,188,6
valencienni,V101,54,NA
valencienni,V101,131,NA
valencienni,V101,150,NA
valencienni,V101,168,NA
valencienni,V101,200,NA
valencienni,V102,33,0.5
valencienni,V102,114,NA
valencienni,V102,204,NA
valencienni,V102,204,NA
valencienni,V103,218,3
valencienni,V104,129,4
valencienni,V104,169,4
valencienni,V104,357,4
valencienni,V104,243,NA
valencienni,V104,291,NA
valencienni,V105,114,0.7
valencienni,V106,145,0.8
valencienni,V106,153,2
valencienni,V106,173,2
valencienni,V106,146,8
valencienni,V106,175,10
valencienni,V106,142,NA
valencienni,V106,173,NA
valencienni,V106,184,NA
valencienni,V106,213,NA
valencienni,V106,354,NA
valencienni,V107,136,1.6
valencienni,V107,185,2
valencienni,V107,148,5.5
valencienni,V107,163,6
valencienni,V107,276,NA
valencienni,V108,63,1.5
valencienni,V108,140,4
valencienni,V108,199,NA
valencienni,V109,153,0.6
valencienni,V109,140,1
valencienni,V109,17,3.3
valencienni,V109,146,NA
valencienni,V109,177,NA
valencienni,V109,177,NA
valencienni,V109,217,NA
valencienni,V110,277,1
valencienni,V110,161,2.7
valencienni,V111,140,1
valencienni,V111,60,2
valencienni,V111,351,2
valencienni,V111,110,NA
valencienni,V111,124,1000
valencienni,V111,147,1000
valencienni,V111,198,1000
valencienni,V112,135,1.5
valencienni,V112,48,2
valencienni,V112,56,3.5
valencienni,V113,130,10
valencienni,V113,334,NA
valencienni,V113,440,NA
valencienni,V114,174,NA
valencienni,V115,112,NA
valencienni,V115,262,NA
valencienni,V116,196,1
valencienni,V116,239,1.2
valencienni,V116,55,1.5
valencienni,V117,67,NA
valencienni,V117,151,NA
valencienni,V118,335,NA
valencienni,V119,264,NA
valencienni,V120,349,NA
valencienni,V121,407,0.5
valencienni,V121,422,6
valencienni,V121,190,NA
valencienni,V121,190,NA
valencienni,V121,307,NA
valencienni,V121,447,NA
valencienni,V122,320,2.5
valencienni,V122,460,7
valencienni,V122,524,14
valencienni,V122,287,NA
valencienni,V122,330,NA
valencienni,V123,208,NA
valencienni,V124,163,0.5
valencienni,V124,323,1
valencienni,V124,299,1.5
valencienni,V124,502,1.5
valencienni,V124,201,7.5
valencienni,V124,287,14
valencienni,V124,315,15
valencienni,V124,245,NA
valencienni,V124,251,NA
valencienni,V124,343,NA
valencienni,V125,426,1.5
valencienni,V125,175,NA
valencienni,V125,213,NA
valencienni,V125,272,NA
valencienni,V125,293,NA
valencienni,V126,210,0.3
valencienni,V126,258,0.5
valencienni,V126,193,0.7
valencienni,V126,174,1
valencienni,V126,208,1.3
valencienni,V126,311,4.5
valencienni,V126,374,12
valencienni,V126,151,NA
valencienni,V126,172,NA
valencienni,V126,352,NA
valencienni,V126,401,NA
valencienni,V126,600,NA
valencienni,V127,367,0.5
valencienni,V127,168,1.2
valencienni,V127,193,2.5
valencienni,V127,464,NA
valencienni,V128,303,NA
valencienni,V128,330,NA
valencienni,V129,256,NA
valencienni,V129,306,NA
valencienni,V129,327,NA
valencienni,V130,254,NA
valencienni,V130,312,NA
valencienni,V131,196,NA
valencienni,V131,270,NA
valencienni,V132,259,NA
valencienni,V132,289,NA
valencienni,V132,303,NA
valencienni,V132,414,NA
valencienni,V133,132,NA
valencienni,V133,201,NA
valencienni,V133,206,NA
valencienni,V133,231,NA
valencienni,V133,351,NA
valencienni,V133,393,NA
valencienni,V134,234,NA
valencienni,V134,361,NA
valencienni,V135,600,4
valencienni,V135,800,6
valencienni,V135,254,7
valencienni,V135,374,7.5
valencienni,V135,181,NA
valencienni,V135,189,NA
valencienni,V135,431,NA
valencienni,V136,137,4.3
valencienni,V136,117,NA
valencienni,V137,264,2
valencienni,V138,434,0.5
valencienni,V138,700,0.5
valencienni,V138,357,NA
valencienni,V139,349,NA
valencienni,V140,243,9
valencienni,V140,175,NA
valencienni,V140,180,NA
valencienni,V140,229,NA
valencienni,V140,240,NA
valencienni,V140,385,NA
valencienni,V141,185,0.3
valencienni,V141,302,1
valencienni,V141,155,NA
valencienni,V141,182,NA
valencienni,V141,185,NA
valencienni,V141,315,NA
valencienni,V142,293,1
valencienni,V142,353,1
valencienni,V143,280,NA
valencienni,V143,297,NA
valencienni,V143,310,NA
valencienni,V143,328,NA
valencienni,V144,208,NA
valencienni,V145,194,NA
valencienni,V145,323,NA
valencienni,V146,240,NA
valencienni,V146,362,NA
valencienni,V147,310,NA
valencienni,V148,284,1
